Road segment,0
Start latitude and longitude,13.35353198,74.79086125
End latitude and longitude,13.35315319,74.78994927
Distance,107.31476430530249
Time,0.0,0.02200000000000024,0.023000000000000576,0.025000000000000355,0.02600000000000069,0.04600000000000026,0.04800000000000004,0.0680000000000005,0.06899999999999995,0.07000000000000028,0.09100000000000019,0.0940000000000003,0.11300000000000043,0.13500000000000068,0.13700000000000045,0.13900000000000023,0.15800000000000036,0.18100000000000005,0.18200000000000038,0.1850000000000005,0.2030000000000003,0.20500000000000007,0.2060000000000004,0.22599999999999998,0.2469999999999999,0.24900000000000055,0.25,0.27000000000000046,0.29300000000000015,0.2940000000000005,0.31599999999999984,0.3180000000000005,0.3200000000000003,0.3380000000000001,0.3390000000000004,0.3600000000000003,0.36100000000000065,0.36300000000000043,0.383,0.3850000000000007,0.38700000000000045,0.40500000000000025,0.40700000000000003,0.42799999999999994,0.42900000000000027,0.43100000000000005,0.4510000000000005,0.45199999999999996,0.4540000000000006,0.47299999999999986,0.4740000000000002,0.4950000000000001,0.49900000000000055,0.49900000000000055,0.5180000000000007,0.5180000000000007,0.5200000000000005,0.5620000000000003,0.5640000000000001,0.5650000000000004,0.5860000000000003,0.6080000000000005,0.609,0.6310000000000002,0.633,0.6350000000000007,0.6539999999999999,0.6760000000000002,0.6779999999999999,0.681,0.6840000000000002,0.6980000000000004,0.7000000000000002,0.7210000000000001,0.7229999999999999,0.7430000000000003,0.7440000000000007,0.7450000000000001,0.766,0.7880000000000003,0.7890000000000006,0.79,0.7910000000000004,0.8100000000000005,0.8109999999999999,0.8330000000000002,0.835,0.8370000000000006,0.8550000000000004,0.8570000000000002,0.8780000000000001,0.8790000000000004,0.8810000000000002,0.9000000000000004,0.9020000000000001,0.9030000000000005,0.9220000000000006,0.9240000000000004,0.9450000000000003,0.9470000000000001,0.9480000000000004,0.968,0.9700000000000006,0.9720000000000004,0.9910000000000005,1.013,1.0150000000000006,1.0170000000000003,1.0360000000000005,1.0580000000000007,1.0600000000000005,1.08,1.0830000000000002,1.085,1.1030000000000006,1.125,1.1280000000000001,1.13,1.1310000000000002,1.1480000000000006,1.149,1.1720000000000006,1.1740000000000004,1.1930000000000005,1.1950000000000003,1.1960000000000006,1.2149999999999999,1.2170000000000005,1.2190000000000003,1.237,1.2389999999999999,1.2600000000000007,1.2610000000000001,1.263,1.2830000000000004,1.2850000000000001,1.2860000000000005,1.306,1.3080000000000007,1.327,1.3740000000000006,1.3770000000000007,1.38,1.3810000000000002,1.396,1.3980000000000006,1.4180000000000001,1.4210000000000003,1.423,1.4400000000000004,1.463,1.4649999999999999,1.4649999999999999,1.487,1.5110000000000001,1.513,1.5300000000000002,1.532,1.5330000000000004,1.553,1.5760000000000005,1.5780000000000003,1.5790000000000006,1.58,1.5979999999999999,1.601,1.62,1.6230000000000002,1.6430000000000007,1.6440000000000001,1.6450000000000005,1.6660000000000004,1.67,1.6720000000000006,1.6880000000000006,1.6900000000000004,1.71,1.713,1.7140000000000004,1.7330000000000005,1.7350000000000003,1.7360000000000007,1.755,1.7570000000000006,1.779,1.8020000000000005,1.8080000000000007,1.8080000000000007,1.8239999999999998,1.846,1.8479999999999999,1.8500000000000005,1.8680000000000003,1.87,1.8719999999999999,1.8900000000000006,1.9130000000000003,1.9140000000000006,1.9160000000000004,1.936,1.9580000000000002,1.96,1.9809999999999999,1.9820000000000002,1.9850000000000003,2.003,2.0250000000000004,2.0260000000000007,2.027,2.0490000000000004,2.0699999999999994,2.0710000000000006,2.093000000000001,2.0949999999999998,2.0970000000000004,2.1160000000000005,2.1179999999999994,2.12,2.138000000000001,2.1390000000000002,2.160000000000001,2.1610000000000005,2.163000000000001,2.1830000000000007,2.1849999999999996,2.1870000000000003,2.205000000000001,2.2060000000000004,2.2280000000000006,2.2310000000000008,2.2329999999999997,2.2510000000000003,2.2510000000000003,2.272000000000001,2.2730000000000006,2.2749999999999995,2.295000000000001,2.2969999999999997,2.298000000000001,2.3180000000000005,2.319,2.3400000000000007,2.3419999999999996,2.3440000000000003,2.362000000000001,2.364,2.365000000000001,2.386,2.3869999999999996,2.407000000000001,2.409,2.410000000000001,2.4300000000000006,2.431,2.4319999999999995,2.4530000000000003,2.4750000000000005,2.476,2.4780000000000006,2.479,2.498,2.5010000000000003,2.5200000000000005,2.5230000000000006,2.543,2.5439999999999996,2.545000000000001,2.5650000000000004,2.588,2.5889999999999995,2.591,2.6100000000000003,2.633,2.6350000000000007,2.6559999999999997,2.659,2.662,2.678,2.7,2.702000000000001,2.7039999999999997,2.7060000000000004,2.724000000000001,2.726,2.7459999999999996,2.748,2.750000000000001,2.769000000000001,2.772000000000001,2.7909999999999995,2.8129999999999997,2.814000000000001,2.816,2.8359999999999994,2.859000000000001,2.8609999999999998,2.8630000000000004,2.881000000000001,2.883,2.8850000000000007,2.9029999999999996,2.925,2.9270000000000005,2.929000000000001,2.9479999999999995,2.9699999999999998,2.9720000000000004,2.992,2.9940000000000007,2.995,3.0149999999999997,3.0170000000000003,3.038000000000001,3.0390000000000006,3.04,3.0859999999999994,3.0889999999999995,3.0919999999999996,3.107,3.109000000000001,3.1100000000000003,3.128000000000001,3.13,3.1499999999999995,3.152,3.1529999999999996,3.1550000000000002,3.173000000000001,3.175,3.197,3.2,3.2009999999999996,3.2190000000000003,3.2199999999999998,3.2410000000000005,3.263000000000001,3.2640000000000002,3.2649999999999997,3.2860000000000005,3.309,3.3099999999999996,3.311000000000001,3.330000000000001,3.3310000000000004,3.3340000000000005,3.3530000000000006,3.3760000000000003,3.378000000000001,3.38,3.3980000000000006,3.420000000000001,3.4219999999999997,3.4430000000000005,3.4449999999999994,3.447,3.466,3.4669999999999996,3.4880000000000004,3.4910000000000005,3.4940000000000007,3.5100000000000007,3.5119999999999996,3.5140000000000002,3.5330000000000004,3.534,3.5599999999999996,3.5599999999999996,3.5599999999999996,3.5780000000000003,3.5789999999999997,3.580000000000001,3.601,3.6030000000000006,3.623,3.625000000000001,3.627,3.646,3.649,3.6510000000000007,3.668,3.670000000000001,3.691,3.7120000000000006,3.7139999999999995,3.7150000000000007,3.716,3.7350000000000003,3.7359999999999998,3.758,3.7589999999999995,3.761,3.7809999999999997,3.7830000000000004,3.803,3.8259999999999996,3.8280000000000003,3.8310000000000004,3.8500000000000005,3.8739999999999997,3.8760000000000003,3.8790000000000004,3.893,3.8950000000000005,3.897000000000001,3.9159999999999995,3.9400000000000004,3.9430000000000005,3.9460000000000006,3.9609999999999994,3.984000000000001,3.9859999999999998,4.006000000000001,4.008,4.010000000000001,4.028,4.03,4.032000000000001,4.051000000000001,4.053,4.0729999999999995,4.075,4.077000000000001,4.095,4.099000000000001,4.1000000000000005,4.117999999999999,4.119000000000001,4.14,4.164000000000001,4.1659999999999995,4.170000000000001,4.172,4.186000000000001,4.187,4.207,4.2090000000000005,4.21,4.231000000000001,4.232,4.253000000000001,4.2749999999999995,4.277,4.279000000000001,4.298000000000001,4.319999999999999,4.322,4.343000000000001,4.345,4.346000000000001,4.3660000000000005,4.367,4.388000000000001,4.389,4.39,4.410000000000001,4.412,4.414000000000001,4.433000000000001,4.436000000000001,4.455000000000001,4.457,4.458000000000001,4.478000000000001,4.4799999999999995,4.482,4.501,4.503000000000001,4.523000000000001,4.524,4.5249999999999995,4.546,4.547,4.5680000000000005,4.569999999999999,4.572,4.591,4.613,4.614,4.615000000000001,4.6160000000000005,4.636,4.637,4.659,4.662,4.663000000000001,4.681,4.683000000000001,4.703,4.704,4.706,4.7250000000000005,4.726,4.728000000000001,4.750000000000001,4.750000000000001,4.7700000000000005,4.772000000000001,4.774,4.793,4.794,4.795000000000001,4.815,4.816,4.837000000000001,4.8389999999999995,4.840000000000001,4.86,4.862000000000001,4.864,4.883,4.885000000000001,4.905,4.907000000000001,4.908,4.9270000000000005,4.95,4.951,4.953,4.979,4.9959999999999996,4.998,5.018,5.019000000000001,5.0200000000000005,5.04,5.063,5.065,5.067000000000001,5.069,5.085,5.087000000000001,5.109000000000001,5.111,5.113,5.13,5.132000000000001,5.153,5.176000000000001,5.1770000000000005,5.178,5.1979999999999995,5.22,5.221000000000001,5.222,5.242,5.242999999999999,5.245,5.265,5.288000000000001,5.289000000000001,5.2909999999999995,5.31,5.333000000000001,5.3340000000000005,5.3549999999999995,5.356000000000001,5.357,5.378000000000001,5.3999999999999995,5.402,5.404000000000001,5.423000000000001,5.45,5.45,5.4750000000000005,5.4750000000000005,5.476,5.490000000000001,5.492,5.492999999999999,5.515,5.515,5.535000000000001,5.5360000000000005,5.537,5.561000000000001,5.561000000000001,5.561000000000001,5.581,5.583000000000001,5.603000000000001,5.6049999999999995,5.625000000000001,5.627,5.6290000000000004,5.648000000000001,5.670000000000001,5.673000000000001,5.674,5.6930000000000005,5.694,5.715000000000001,5.738,5.740000000000001,5.7410000000000005,5.760000000000001,5.783,5.785000000000001,5.806,5.8069999999999995,5.809,5.828,5.8500000000000005,5.851,5.853000000000001,5.873,5.896,5.897000000000001,5.918,5.919,5.921,5.941,5.9430000000000005,5.944999999999999,5.963,5.965000000000001,5.986,5.989,5.9910000000000005,6.008,6.010000000000001,6.012,6.03,6.031,6.054000000000001,6.056,6.0569999999999995,6.077000000000001,6.081,6.099000000000001,6.1000000000000005,6.101999999999999,6.12,6.122000000000001,6.124,6.143,6.146,6.1659999999999995,6.188,6.189000000000001,6.191,6.210999999999999,6.233,6.234000000000001,6.235,6.256000000000001,6.258,6.260000000000001,6.278,6.303,6.322,6.324000000000001,6.325,6.345,6.347,6.367,6.3709999999999996,6.372000000000001,6.39,6.392,6.394000000000001,6.413000000000001,6.435,6.457,6.4590000000000005,6.46,6.487000000000001,6.488,6.503000000000001,6.5040000000000004,6.505,6.5249999999999995,6.527,6.548000000000001,6.571000000000001,6.5729999999999995,6.574000000000001,6.592,6.615000000000001,6.6160000000000005,6.617999999999999,6.638000000000001,6.639,6.641000000000001,6.660000000000001,6.683000000000001,6.688,6.69,6.691,6.706,6.706,6.728000000000001,6.7299999999999995,6.750000000000001,6.752,6.7540000000000004,6.772000000000001,6.773000000000001,6.7749999999999995,6.8,6.8,6.817000000000001,6.819999999999999,6.821000000000001,6.840000000000001,6.841,6.862000000000001,6.863,6.864,6.885000000000001,6.886,6.887,6.908,6.9110000000000005,6.930000000000001,6.9319999999999995,6.934,6.953,6.954,6.957,6.9750000000000005,6.976,6.998,7.001,7.001,7.0200000000000005,7.021,7.022000000000001,7.043,7.044,7.066,7.0680000000000005,7.069,7.088,7.090000000000001,7.092,7.111,7.113,7.133,7.1339999999999995,7.135000000000001,7.156,7.158,7.179000000000001,7.181,7.1819999999999995,7.201,7.202000000000001,7.204,7.223,7.2459999999999996,7.249,7.251,7.253000000000001,7.267,7.269000000000001,7.2909999999999995,7.293,7.313,7.314000000000001,7.335999999999999,7.3389999999999995,7.342,7.358,7.359000000000001,7.362000000000001,7.364,7.381000000000001,7.382000000000001,7.403,7.404000000000001,7.405,7.425,7.426000000000001,7.4479999999999995,7.47,7.472,7.474000000000001,7.492999999999999,7.516000000000001,7.523000000000001,7.523000000000001,7.539000000000001,7.54,7.543,7.562,7.583000000000001,7.585,7.585999999999999,7.6049999999999995,7.631000000000001,7.631000000000001,7.653,7.654000000000001,7.654000000000001,7.672,7.694999999999999,7.697,7.699000000000001,7.7,7.717,7.719,7.740000000000001,7.742,7.763000000000001,7.765,7.768,7.787,7.808000000000001,7.81,7.814000000000001,7.814000000000001,7.831,7.833000000000001,7.8549999999999995,7.8549999999999995,7.8549999999999995,7.876,7.877,7.899,7.920000000000001,7.922,7.924,7.9430000000000005,7.966,7.968000000000001,7.97,7.987000000000001,7.989,7.990000000000001,8.011,8.033999999999999,8.036000000000001,8.036999999999999,8.056000000000001,8.078,8.079,8.100999999999999,8.102,8.104,8.123999999999999,8.145,8.147000000000002,8.149000000000001,8.149999999999999,8.168,8.173000000000002,8.190000000000001,8.190999999999999,8.213000000000001,8.213999999999999,8.216000000000001,8.236,8.258,8.260000000000002,8.262,8.264,8.280999999999999,8.283000000000001,8.303,8.305,8.306999999999999,8.326,8.327000000000002,8.353000000000002,8.354,8.354,8.370000000000001,8.372,8.373000000000001,8.393,8.394000000000002,8.420000000000002,8.420000000000002,8.420000000000002,8.439,8.440000000000001,8.460999999999999,8.463000000000001,8.465,8.483,8.485,8.487000000000002,8.506,8.507000000000001,8.527999999999999,8.530999999999999,8.532,8.55,8.552,8.553,8.573,8.594999999999999,8.597000000000001,8.597999999999999,8.617999999999999,8.64,8.642,8.663,8.664000000000001,8.666,8.686,8.687000000000001,8.689,8.708000000000002,8.710999999999999,8.73,8.731000000000002,8.732,8.753,8.756,8.757000000000001,8.774999999999999,8.777000000000001,8.798000000000002,8.8,8.802,8.82,8.822,8.823,8.844000000000001,8.844999999999999,8.865000000000002,8.867,8.869,8.888000000000002,8.889,8.91,8.911999999999999,8.914000000000001,8.934000000000001,8.937999999999999,8.939,8.955000000000002,8.956,8.977,8.979,8.98,9.0,9.001000000000001,9.001999999999999,9.023,9.024999999999999,9.045000000000002,9.047,9.049,9.068000000000001,9.068999999999999,9.07,9.09,9.091999999999999,9.112000000000002,9.113,9.115000000000002,9.14,9.141000000000002,9.141000000000002,9.158999999999999,9.161000000000001,9.18,9.181000000000001,9.181999999999999,9.206,9.206,9.229,9.229,9.229,9.248000000000001,9.248999999999999,9.25,9.274999999999999,9.274999999999999,9.293,9.295000000000002,9.297,9.317,9.317,9.318999999999999,9.341999999999999,9.344000000000001,9.36,9.363,9.365000000000002,9.383,9.384,9.424,9.425,9.425,9.428,9.43,9.431999999999999,9.45,9.451,9.453,9.472999999999999,9.474,9.495000000000001,9.497,9.498999999999999,9.52,9.52,9.521,9.541,9.543,9.562999999999999,9.565000000000001,9.565999999999999,9.588000000000001,9.588999999999999,9.608,9.609000000000002,9.611,9.629999999999999,9.632000000000001,9.634,9.655000000000001,9.658999999999999,9.683,9.684000000000001,9.684000000000001,9.698,9.703,9.703,9.722000000000001,9.722000000000001,9.747,9.747,9.747,9.765,9.766000000000002,9.768,9.788,9.789000000000001,9.809999999999999,9.833000000000002,9.834,9.835,9.835999999999999,9.855,9.858,9.878,9.879999999999999,9.882000000000001,9.901,9.902999999999999,9.904,9.923000000000002,9.945,9.947,9.948,9.969000000000001,9.991,9.992,10.013000000000002,10.017,10.017,10.036000000000001,10.058,10.059000000000001,10.062000000000001,10.064,10.082,10.083000000000002,10.106000000000002,10.106000000000002,10.128,10.130000000000003,10.134,10.156000000000002,10.156000000000002,10.156000000000002,10.172,10.173000000000002,10.193000000000001,10.195,10.199000000000002,10.218,10.222000000000001,10.224,10.238,10.240000000000002,10.267,10.268,10.268,10.282,10.285,10.285,10.305,10.307000000000002,10.330000000000002,10.330000000000002,10.330000000000002,10.351000000000003,10.351000000000003,10.373000000000001,10.374000000000002,10.376000000000001,10.395,10.396,10.397000000000002,10.417000000000002,10.419,10.440000000000001,10.442,10.444000000000003,10.464000000000002,10.466000000000001,10.467000000000002,10.487000000000002,10.508000000000003,10.511000000000003,10.513000000000002,10.516000000000002,10.530000000000001,10.531000000000002,10.553,10.555,10.576,10.577000000000002,10.579,10.598000000000003,10.622,10.625,10.627000000000002,10.629000000000001,10.643,10.644000000000002,10.668000000000003,10.669,10.671000000000003,10.688000000000002,10.690000000000001,10.71,10.733,10.735,10.737000000000002,10.739,10.755000000000003,10.756,10.777000000000001,10.780000000000001,10.782,10.8,10.802,10.822000000000003,10.846,10.849,10.852,10.868000000000002,10.89,10.893,10.894000000000002,10.913,10.914000000000001,10.915000000000003,10.935000000000002,10.958000000000002,10.959,10.961000000000002,10.98,11.003,11.004000000000001,11.025000000000002,11.026,11.028000000000002,11.048000000000002,11.074000000000002,11.074000000000002,11.074000000000002,11.076,11.093,11.094000000000001,11.115000000000002,11.116,11.117,11.138000000000002,11.14,11.16,11.161000000000001,11.162000000000003,11.183,11.184000000000001,11.205000000000002,11.206,11.207,11.228000000000002,11.229000000000003,11.23,11.251000000000001,11.253,11.274000000000001,11.277000000000001,11.280000000000001,11.295000000000002,11.297,11.299,11.317,11.319000000000003,11.34,11.342000000000002,11.343,11.363,11.364,11.365000000000002,11.386000000000003,11.408000000000001,11.41,11.411000000000001,11.43,11.453,11.455000000000002,11.475000000000001,11.478000000000002,11.48,11.498000000000001,11.521,11.522000000000002,11.524000000000001,11.525000000000002,11.543000000000003,11.545000000000002,11.566000000000003,11.568000000000001,11.589000000000002,11.59,11.592000000000002,11.61,11.633000000000003,11.635000000000002,11.637,11.639000000000003,11.656000000000002,11.657,11.678,11.679000000000002,11.681000000000001,11.702000000000002,11.702000000000002,11.723000000000003,11.746000000000002,11.747,11.749000000000002,11.751000000000001,11.767,11.769000000000002,11.790000000000003,11.792000000000002,11.793000000000003,11.813000000000002,11.815000000000001,11.835,11.858,11.859000000000002,11.86,11.880000000000003,11.903000000000002,11.904,11.925,11.927,11.928,11.947000000000003,11.970000000000002,11.971,11.973000000000003,11.974,11.993000000000002,11.994,12.015,12.018,12.038,12.040000000000003,12.042000000000002,12.060000000000002,12.083000000000002,12.085,12.087,12.106000000000002,12.131,12.133000000000003,12.135000000000002,12.152000000000001,12.154,12.173000000000002,12.175,12.176000000000002,12.195,12.196000000000002,12.198,12.218,12.220000000000002,12.240000000000002,12.241,12.242,12.265,12.265,12.288,12.290000000000003,12.308,12.309000000000001,12.311,12.332,12.353000000000002,12.354000000000003,12.356000000000002,12.376000000000001,12.377000000000002,12.379000000000001,12.398,12.420000000000002,12.421000000000003,12.422,12.443000000000001,12.466000000000001,12.468,12.491,12.491,12.492,12.511000000000003,12.533000000000001,12.535,12.538,12.539000000000001,12.555,12.557000000000002,12.581,12.581,12.581,12.604000000000003,12.604000000000003,12.623000000000001,12.648,12.649000000000001,12.650000000000002,12.652000000000001,12.668000000000003,12.670000000000002,12.692,12.695,12.697000000000003,12.713000000000001,12.717000000000002,12.735,12.758000000000003,12.760000000000002,12.761000000000003,12.781000000000002,12.803,12.807000000000002,12.809000000000001,12.825000000000003,12.828,12.830000000000002,12.848000000000003,12.870000000000001,12.871000000000002,12.873000000000001,12.893,12.917000000000002,12.919,12.938000000000002,12.941000000000003,12.944000000000003,12.96,12.983,12.986,12.986,12.987000000000002,13.007000000000001,13.008000000000003,13.028000000000002,13.029,13.05,13.052,13.054000000000002,13.073,13.074000000000002,13.075000000000003,13.095000000000002,13.097000000000001,13.118000000000002,13.120000000000001,13.122,13.142,13.144000000000002,13.146,13.163,13.165000000000003,13.186,13.208000000000002,13.21,13.211000000000002,13.231000000000002,13.253,13.254000000000001,13.256,13.275000000000002,13.276,13.277000000000001,13.299,13.321000000000002,13.322000000000003,13.323,13.344000000000001,13.365000000000002,13.366,13.388000000000002,13.389000000000003,13.39,13.411000000000001,13.413,13.433,13.435000000000002,13.436,13.455000000000002,13.457,13.458000000000002,13.477,13.479000000000003,13.5,13.502000000000002,13.504000000000001,13.524000000000001,13.546000000000003,13.547,13.549,13.55,13.569000000000003,13.572000000000003,13.59,13.592000000000002,13.593,13.613,13.615000000000002,13.635000000000002,13.636000000000003,13.638000000000002,13.658000000000001,13.66,13.661000000000001,13.68,13.681000000000001,13.703,13.704,13.705000000000002,13.726000000000003,13.728000000000002,13.73,13.748000000000001,13.77,13.774000000000001,13.775000000000002,13.793000000000003,13.817,13.817,13.838000000000001,13.839000000000002,13.841000000000001,13.861,13.883000000000003,13.884,13.885000000000002,13.886000000000003,13.905000000000001,13.906000000000002,13.928,13.929000000000002,13.950000000000003,13.951,13.953,13.973000000000003,13.996000000000002,13.997,13.999000000000002,14.018,14.040000000000003,14.042000000000002,14.043000000000003,14.063000000000002,14.064,14.085,14.109000000000002,14.11,14.112000000000002,14.131,14.153000000000002,14.154,14.156000000000002,14.176000000000002,14.177,14.198,14.221,14.223000000000003,14.224,14.243000000000002,14.265,14.268,14.268,14.288,14.289000000000001,14.291,14.310000000000002,14.312000000000001,14.333000000000002,14.445,14.535,14.537000000000003,14.540000000000003,14.625,14.627000000000002,14.628,14.630000000000003,14.938000000000002,14.940000000000001,14.943000000000001,14.944000000000003,14.962,14.964000000000002,14.965,14.985,14.987000000000002
